#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-02-21T13:31:39 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T13:31:39	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=I/239/hip_main&-order=I&-out=HIP&-out=Vmag&-out=RAICRS&-out=DEICRS&HIPep=HIPep&Erratum=Erratum&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	creator=ESA 1997	    First author or institution
#INFO	cites=1997HIP...C......0E	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	    Dataset landing page
#INFO	publication_date=2021-11-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	RAICRS	(F12.8)	? alpha, degrees (ICRS, Epoch=J1991.25) (H8)	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F12.8)	? delta, degrees (ICRS, Epoch=J1991.25) (H9)	[ucd=pos.eq.dec;meta.main]
_RAJ2000	_DEJ2000	HIP	Vmag	RAICRS	DEICRS
001.0213532125	-16.9976417951	   320	12.14	001.02126840	-16.99764075
001.0329690649	-25.8926633711	   321	 8.93	001.03267114	-25.89254967
001.0351047168	+56.9209833783	   322	 7.65	001.03517441	+56.92100467
001.0424049194	+17.4366434627	   324	 8.53	001.04254351	+17.43668381
001.0426977435	+49.8701806697	   323	 7.38	001.04272795	+49.87020726
001.0439734060	+39.1199022010	   325	 8.56	001.04362757	+39.12012608
001.0448264011	+11.2643746533	   326	 8.76	001.04484023	+11.26438632
001.0462201392	-04.9261115506	   327	 9.56	001.04616137	-04.92610737
001.0495922076	-30.1349128373	   328	 7.09	001.04953066	-30.13491782
001.0517292228	-10.1411174291	   329	 9.83	001.05137431	-10.14127928
001.0569269456	+62.2876637007	   330	 5.90	001.05693212	+62.28766460
001.0595327657	-26.9523853461	   331	10.80	001.05951147	-26.95235161
001.0610330986	-34.4147158148	   332	 8.41	001.06083408	-34.41465369
001.0630131557	-17.4248904196	   333	 9.05	001.06304747	-17.42485068
001.0638350137	+60.1550152453	   334	 8.79	001.06385875	+60.15501928
001.0660699503	+14.0815376944	   335	 8.88	001.06601848	+14.08162325
001.0666317831	+65.1529867667	   336	 7.59	001.06656723	+65.15296110
001.0668860398	-25.9154517026	   337	 9.60	001.06725539	-25.91498946
001.0673452136	+66.3491257711	   338	10.66	001.06734897	+66.34913841
001.0688176726	-59.3151906095	   339	 8.55	001.06871389	-59.31518062
001.0738514937	-43.9884566364	   340	 8.11	001.07383315	-43.98832631
001.0774970322	-23.2539647403	   341	 9.44	001.07749772	-23.25395215
001.0790590584	-20.5688714673	   342	 9.60	001.07898302	-20.56874520
001.0824751745	-16.5290361795	   343	 5.78	001.08233885	-16.52888969
001.0836347778	+40.1099483931	   344	10.66	001.08364803	+40.10995515
001.0846558496	-29.2688216989	   345	 6.38	001.08457463	-29.26883006
001.0880550830	-53.9094340899	   346	 8.80	001.08780834	-53.90948292
001.0887296427	+54.2745911471	   347	 7.79	001.08869988	+54.27460172
001.0895930025	+12.9572924382	   348	 8.60	001.08880039	+12.95705512
001.0954520636	-29.3815728951	   349	 7.77	001.09539438	-29.38157885
001.0991430284	-57.3226944098	   350	10.37	001.09930910	-57.32287483
001.1036692322	-47.0680477469	   351	 9.80	001.10262290	-47.06812971
001.1121098960	+58.0686922120	   352	10.42	001.11010195	+58.06878245
001.1118289065	-44.5672895835	   353	11.63	001.11103092	-44.56734318
001.1233514298	+51.8292915965	   354	 9.22	001.12334321	+51.82930460
001.1254937566	-10.5095233050	   355	 4.99	001.12550980	-10.50949443
001.1255977409	-06.9653790998	   356	 8.43	001.12570193	-06.96533727
001.1272875350	-72.8973206687	   357	 7.33	001.12719406	-72.89722070
001.1395181595	-76.3464920629	   358	 8.93	001.13935928	-76.34653399
001.1461685724	-76.8735739461	   359	 9.09	001.14426919	-76.87353696
001.1454885564	+71.9685432735	   360	 9.26	001.14551227	+71.96854252
001.1478839856	-71.6950060103	   361	 8.73	001.14780002	-71.69499867
001.1506143689	-19.4378926269	   362	 9.18	001.15064352	-19.43786312
001.1516940940	+43.5513123764	   363	 8.12	001.15170942	+43.55131855
001.1520269380	-15.8892283507	   364	 9.26	001.15203505	-15.88920125
001.1525000626	-31.1690499064	   366	 8.94	001.15246785	-31.16905083
001.1524446817	+42.0925305390	   365	 6.11	001.15248379	+42.09256148
001.1556359123	-81.3453180162	   367	 9.13	001.15561443	-81.34531911
001.1561261100	+02.9372280814	   368	 7.90	001.15607578	+02.93722463
001.1588900474	+29.7222797649	   369	 9.34	001.15890684	+29.72229656
001.1594397270	-51.5833289425	   370	 7.13	001.15940288	-51.58336438
001.1603906395	-50.0359251435	   371	10.82	001.16032911	-50.03593839
001.1662028051	-70.4042603144	   372	 7.46	001.16559564	-70.40421693
001.1659827976	-08.1849532196	   373	 8.72	001.16597990	-08.18490648
001.1669979724	+34.2651241297	   374	 7.02	001.16704444	+34.26519797
001.1676566751	+34.2713600449	   375	 9.08	001.16729373	+34.27150566
001.1713960553	+06.5224494748	   376	 8.37	001.17156400	+06.52258527
001.1721174563	-71.4368914540	   377	 5.59	001.17188841	-71.43685835
001.1719379543	+14.9652334933	   378	 7.37	001.17191906	+14.96533616
001.1749216281	+67.1664454561	   379	 5.68	001.17432297	+67.16638761
001.1781495051	+17.0697350119	   380	 8.56	001.17796311	+17.06977988
001.1852267072	+51.5338378510	   381	 8.72	001.18518654	+51.53385066
001.1881089301	-32.3610453925	   382	 9.06	001.18816317	-32.36102308
001.1888804740	+00.0565022350	   383	 8.82	001.18887204	+00.05649086
001.1928158119	+01.5368946887	   384	 8.18	001.19286162	+01.53694172
001.1952226934	+38.1736682211	   385	 9.39	001.19515384	+38.17382611
001.2039423809	+68.1886943049	   386	 9.10	001.20394853	+68.18869710
001.2081315644	+38.7862137801	   387	 8.46	001.20814095	+38.78622411
001.2102343252	+06.4166523206	   388	 9.15	001.21025761	+06.41668139
001.2117708682	-29.6330389814	   389	 8.28	001.21171086	-29.63304603
001.2117350486	+50.2348715399	   390	11.67	001.21175230	+50.23487696
001.2116513185	+43.9707188553	   391	 8.18	001.21196013	+43.97079063
001.2167156847	+30.0858497890	   392	 7.93	001.21651501	+30.08593131
001.2183715924	+51.9825861290	   393	 9.21	001.21827175	+51.98257157
001.2240005741	+34.6597968154	   394	 6.09	001.22172791	+34.65955259
001.2222124329	-30.2566036653	   395	 8.31	001.22216274	-30.25661295
001.2246140781	-31.9966532971	   396	 7.83	001.22460634	-31.99660262
001.2253533033	+52.2489330847	   397	 8.72	001.22530082	+52.24894130
001.2290690839	+58.5321665311	   398	 6.61	001.22902690	+58.53217392
001.2333354267	+26.6487642880	   399	 6.25	001.23302998	+26.64879958
001.2346711224	+23.2696292791	   400	 7.82	001.23366004	+23.26964739
001.2342101593	+56.0569499910	   401	 8.66	001.23422583	+56.05695930
001.2348944197	+64.7814199615	   402	 8.15	001.23494365	+64.78140759
001.2371667238	-18.1787258733	   403	 8.97	001.23720433	-18.17850304
001.2395114321	+51.1806434897	   405	 8.15	001.23950992	+51.18064908
001.2396770401	+45.6737933018	   404	 7.47	001.23961728	+45.67395209
001.2439873229	+26.7252620862	   406	 8.63	001.24392487	+26.72525618
001.2446502198	-70.2124449535	   407	 8.13	001.24427458	-70.21220744
001.2451318241	+57.4687383559	   408	 8.23	001.24502692	+57.46874679
001.2460846456	-70.4924827071	   409	 8.41	001.24608894	-70.49241628
001.2549552245	+27.6747838211	   410	 6.47	001.25472644	+27.67479979
001.2566369284	+33.3600095706	   411	 9.83	001.25663332	+33.36001239
001.2578232900	+66.5167898185	   412	 8.64	001.25755802	+66.51678960
001.2609729315	-36.0151208139	   413	 7.73	001.26034142	-36.01527326
001.2622400876	-59.8281212550	   414	 8.64	001.26224739	-59.82810463
001.2638223823	+09.2799606579	   415	 8.94	001.26379805	+09.28002796
001.2646659438	+01.0377097744	   416	 8.84	001.26440114	+01.03782858
001.2659281589	-00.5030354918	   417	 6.32	001.26581912	-00.50290553
001.2756246682	+61.3139701244	   418	 5.80	001.27555231	+61.31396468
001.2784887993	-42.5678679745	   419	 8.97	001.27871117	-42.56781669
001.2812298662	-52.1517411500	   420	 7.53	001.28166779	-52.15142338
              	              	   421	 8.83	            	
001.2868045041	+67.8400035417	   422	 7.41	001.28675856	+67.84002075
001.2884619690	+30.3290316733	   423	 7.80	001.28858787	+30.32911509
001.2908089306	-62.8452201967	   425	 8.14	001.29047896	-62.84527102
001.2906591833	+45.2290292952	   424	 6.71	001.29075302	+45.22907883
001.2915912935	-43.8508306275	   427	 8.73	001.29143885	-43.85083352
001.2916139962	+30.3312167731	   426	 9.37	001.29174694	+30.33130736
001.2924287011	+02.3972081749	   429	 8.69	001.29232665	+02.39731072
001.2953677207	+45.7865670101	   428	 9.95	001.29233645	+45.78693438
001.2927633136	-32.4686718721	   430	 7.10	001.29294285	-32.46851165
001.3020762025	+36.3036710532	   431	 8.09	001.30198518	+36.30368114
001.3041876250	+35.5710120371	   432	 6.88	001.30417878	+35.57110311
001.3118791412	+03.0074049871	   433	 9.48	001.31190920	+03.00739806
001.3138448278	-27.2717080839	   434	 9.04	001.31348863	-27.27160831
001.3137500779	-49.1421415431	   435	 9.30	001.31357538	-49.14221463
001.3236985236	-67.8325896809	   436	 8.49	001.32445343	-67.83122670
001.3244903247	+48.4771714607	   437	 8.30	001.32451324	+48.47719511
001.3269976946	-01.7940850961	   438	 7.95	001.32686621	-01.79412136
001.3330190710	+68.8844332109	   440	 7.08	001.33276937	+68.88440910
001.3331959087	-38.8571522539	   441	 6.93	001.33296709	-38.85723115
001.3334119787	-21.3153382318	   442	 8.38	001.33346262	-21.31530277
001.3339204803	-05.7076181993	   443	 4.61	001.33394073	-05.70783255
002.1924688806	-86.1884892903	   703	11.01	002.19229374	-86.18850470
001.3517835918	-37.3573623438	   439	 8.56	001.33455564	-37.35168110
001.3368165908	-59.8145041182	   444	 8.78	001.33660254	-59.81448691
001.3402721757	-56.9556488559	   445	 7.42	001.34012165	-56.95562054
001.3425393821	+08.7878095189	   447	 8.26	001.34190030	+08.78795370
001.3426079702	-79.2537515854	   446	 7.71	001.34229760	-79.25391278
001.3426627843	+03.6060917832	   448	 6.91	001.34271288	+03.60610712
001.3448235971	-33.4993625893	   449	 9.16	001.34473977	-33.49941419
001.3499375119	+28.5437238658	   450	 8.99	001.34994786	+28.54375172
001.3512483517	+16.3290063922	   451	 8.63	001.35116229	+16.32907717
001.3557574223	+21.5694002082	   452	 9.90	001.35565957	+21.56940242
001.3561051891	-03.8516733435	   453	 7.59	001.35611944	-03.85159559
001.3600790572	-14.4221917786	   454	 7.39	001.36004465	-14.42209198
001.3646404142	+76.2915673193	   455	11.99	001.36474708	+76.29156292
001.3655760642	-37.3025363185	   456	 7.78	001.36543236	-37.30254152
001.3667458945	-42.8873873454	   457	 7.47	001.36678819	-42.88738421
001.3676763226	-07.6654202751	   458	 6.97	001.36762563	-07.66532823
001.3685489351	-61.2258533735	   459	 8.82	001.36813317	-61.22566452
001.3702096068	+22.2244920645	   460	 9.13	001.36976446	+22.22467477
001.3710248807	+34.1057202983	   461	 7.86	001.37106856	+34.10565584
001.3798469249	-09.6174702815	   462	 7.13	001.37961808	-09.61729691
001.3832478595	-35.1297383331	   463	 9.45	001.38325838	-35.12972759
001.3838182456	-31.9678372287	   464	12.04	001.38388036	-31.96763926
001.3910343271	+76.2858178372	   465	 8.78	001.39092668	+76.28582649
001.3955423374	+53.1716936869	   466	 7.23	001.39547600	+53.17169568
001.3967083355	-47.5693514608	   467	 9.73	001.39643718	-47.56931860
001.3989865869	-61.3098726462	   468	 7.36	001.39896188	-61.30989474
              	              	  1902	 8.88	            	
001.4010779015	-51.2604913317	   469	 7.36	001.40103106	-51.26045604
001.4040119058	+43.4014207489	   470	 8.47	001.40397116	+43.40143611
001.4118978936	-58.2895401497	   471	 9.37	001.41191024	-58.28951949
001.4155356314	+55.7098978764	   472	 6.99	001.41549758	+55.70990230
001.4208869672	+45.8120809295	   473	 8.20	001.41782275	+45.81245496
001.4201940755	+44.4686758697	   474	 8.36	001.42019898	+44.46868671
001.4236379832	+58.3132594849	   475	 8.22	001.42333268	+58.31365552
001.4248387927	+13.3962664471	   476	 5.55	001.42473238	+13.39628227
001.4289989532	-29.9606347861	   477	 9.91	001.42893454	-29.96063430
001.4293725689	-22.5097759804	   478	 9.67	001.42927167	-22.50977022
001.4301431012	-15.3654833793	   480	 8.60	001.43016919	-15.36550173
001.4301905351	+25.6151703703	   479	10.07	001.43020191	+25.61517178
001.4335609167	-36.7786390108	   481	10.15	001.43360334	-36.77845599
001.4351906389	+17.8402904431	   482	 7.75	001.43504635	+17.84032678
001.4393599227	+81.0714714890	   483	 9.21	001.43904170	+81.07146901
001.4416263882	-19.6702467847	   484	 9.66	001.44169115	-19.66981225
001.4477986638	+47.0872924018	   485	 8.47	001.44777978	+47.08729369
001.4571021295	-52.8200630655	   486	 9.37	001.45705278	-52.82010001
001.4636348511	+78.7385155455	   487	 9.44	001.46242223	+78.73840785
001.4621533279	-68.5513730312	   488	 9.99	001.46256763	-68.55128874
001.4659102929	+02.7643247232	   489	10.38	001.46611168	+02.76462706
001.4689352882	-41.7530677940	   490	 7.51	001.46861724	-41.75288210
001.4699763311	+12.5273561446	   491	 8.91	001.46996926	+12.52743978
001.4781190632	+18.2350030654	   493	 7.45	001.47850515	+18.23536692
001.4785145507	-14.4327801847	   492	 9.57	001.47853237	-14.43272890
001.4794634031	-68.8115994309	   494	 8.99	001.47971363	-68.81162782
001.4811307013	+18.0758683117	   495	 8.58	001.48151411	+18.07622626
001.4863809312	+24.5690045990	   496	 6.90	001.48628758	+24.56904604
001.4876637245	+49.6223434492	   497	 7.55	001.48768965	+49.62234797
001.4928008431	+44.7393812225	   498	 7.93	001.49280820	+44.73937991
001.4955687659	-54.6406280890	   499	 9.71	001.49565621	-54.64056978
001.5001895183	-48.6787589641	   500	 9.57	001.50012278	-48.67872936
001.5005730832	-39.1375846179	   501	 8.55	001.50054698	-39.13751717
001.5022284221	+28.2769491107	   502	 6.62	001.50224247	+28.27696051
001.5044062479	+16.4520775725	   503	 7.89	001.50439459	+16.45207976
001.5135935784	+24.9166003193	   504	 7.51	001.51336417	+24.91664125
001.5141087933	+63.6796563096	   505	 7.36	001.51413834	+63.67965857
001.5146456512	+53.2769148869	   506	 8.66	001.51463805	+53.27691513
001.5178544261	-84.0982029729	   507	 8.51	001.51738261	-84.09820798
001.5177222444	+40.4185301349	   508	 6.65	001.51773179	+40.41853643
001.5215073340	-31.4443263849	   509	 9.67	001.52168260	-31.44433776
001.5334784543	+09.7149381899	   510	 7.80	001.53342667	+09.71496461
001.5335456788	+00.1214185383	   511	 8.21	001.53351571	+00.12143808
001.5378153468	-29.1513818674	   512	 7.90	001.53776681	-29.15139035
001.5468688953	+87.8894244013	   513	 8.94	001.54746485	+87.88938595
001.5488897387	-23.5385799218	   514	 9.82	001.54892826	-23.53856546
001.5548068492	-01.8871642139	   515	 8.69	001.55483056	-01.88705095
001.5591474229	-32.8163500529	   516	 8.57	001.55910676	-32.81635348
001.5640447346	-55.4986962425	   517	 8.89	001.56378577	-55.49869634
001.5658925487	+58.4367328458	   518	 5.98	001.56474395	+58.43668966
001.5702164240	-64.2404731386	   519	 7.92	001.57000983	-64.24051492
001.5705940734	-10.7784773703	   520	 7.60	001.57055075	-10.77847003
001.5777123026	-01.2380965931	   521	 8.22	001.57776022	-01.23801760
001.5798976514	-49.0751911067	   522	 5.70	001.57776340	-49.07509405
001.5799229873	-65.8405383475	   523	12.17	001.57876020	-65.83919547
001.5831727834	-12.0171843438	   524	 8.75	001.58300753	-12.01719883
001.5842004340	+40.8987455351	   525	 6.93	001.58393383	+40.89871965
001.5843099352	+60.4571212619	   526	 7.97	001.58409669	+60.45712221
001.5866548341	+68.6361034754	   527	 8.06	001.58655035	+68.63612309
001.5908692438	-24.6026217443	   528	10.13	001.59090838	-24.60254997
001.6040432784	-18.0382521049	   529	 7.31	001.60400514	-18.03825665
001.6084411036	+42.7527598236	   530	 8.35	001.60817878	+42.75275856
001.6105827123	+64.1961686143	   531	 5.57	001.61052855	+64.19616859
001.6122067481	-74.4010990108	   532	 9.85	001.61191859	-74.40111182
001.6128660227	-16.7376251983	   533	 9.16	001.61287384	-16.73761149
001.6146783976	-52.9331295135	   534	 9.03	001.61464392	-52.93312701
001.6184596039	-43.6277626458	   535	10.07	001.61846773	-43.62772225
001.6219648771	+27.0901063281	   536	 9.76	001.62196859	+27.09013496
001.6305319948	-21.5012639594	   537	 9.35	001.63047980	-21.50128389
001.6324942336	+05.8253952795	   538	10.95	001.63200384	+05.82530112
001.6414786319	+43.7822229449	   539	 8.87	001.64150277	+43.78227474
001.6480838806	+28.5534039603	   540	 6.68	001.64810682	+28.55343687
001.6485152527	-47.5847293362	   541	 9.69	001.64849601	-47.58474443
001.6495289966	+56.5144804810	   542	 8.05	001.64950882	+56.51450029
001.6508549605	-25.2956852355	   543	10.30	001.65072541	-25.29566618
001.6532665175	+29.0215017106	   544	 6.07	001.65221045	+29.02193518
001.6604288869	+33.6542492519	   545	 8.51	001.66031971	+33.65427137
001.6618836513	-36.0847696724	   546	 7.71	001.66184341	-36.08467578
              	              	  2189	 7.82	            	
001.6649894412	-24.6208399686	   547	 8.56	001.66505810	-24.62067192
001.6669640751	+70.1692538851	   548	 8.26	001.66696429	+70.16926509
001.6707310851	+65.5876936837	   549	11.55	001.67070715	+65.58769959
001.6743096184	+56.3246583850	   550	 8.62	001.67432667	+56.32466451
001.6825404783	+08.6572018940	   551	10.92	001.68263710	+08.65733696
001.6887082807	-06.2613107561	   552	10.51	001.68869427	-06.26131902
001.6895718578	-21.0925379480	   553	 9.83	001.69021404	-21.09148372
001.6928459407	-13.7488861137	   554	 9.84	001.69303391	-13.74868727
001.6941856037	+10.0690505990	   555	 9.74	001.69415329	+10.06899229
001.6957167108	-04.3500263093	   556	 8.21	001.69557460	-04.34981191
001.6958484568	+23.4938220082	   557	 8.72	001.69574083	+23.49381547
001.6968026281	-70.5894354028	   558	 8.03	001.69675999	-70.58944075
001.6998100505	+44.6128324276	   559	 9.00	001.69982422	+44.61284407
001.7086927520	-23.1075398847	   560	 6.19	001.70843563	-23.10742543
001.7096159636	+68.1671227492	   561	11.79	001.70960701	+68.16712552
001.7109827241	+20.5597589290	   562	 8.22	001.71097517	+20.55974087
001.7113154663	+31.1304226088	   563	 7.93	001.71117886	+31.13044847
001.7138558463	-45.8638757311	   564	10.18	001.71380391	-45.86393212
001.7181451149	+01.8610295376	   565	 8.98	001.71801703	+01.86101143
001.7181687860	+49.3821144107	   566	 9.13	001.71819731	+49.38212406
001.7220342236	-38.8776675579	   567	 6.91	001.72206966	-38.87768936
001.7224394208	-55.1608281805	   568	 8.79	001.72236956	-55.16079775
001.7245023566	-03.6262633241	   569	 8.23	001.72480379	-03.62572272
001.7308051236	-30.6085019851	   570	12.19	001.73076217	-30.60851144
001.7323085812	-30.6030723451	   571	10.24	001.73226563	-30.60308180
001.7339063002	+38.2025392106	   572	 8.83	001.73390197	+38.20259978
001.7347367561	-43.9852293610	   573	 7.62	001.73459748	-43.98527000
001.7479920615	-40.4140215896	   574	 8.96	001.74792713	-40.41400635
001.7482048487	+65.5387138144	   575	10.41	001.74821471	+65.53871712
001.7486446526	+53.9748533317	   576	 8.97	001.74865205	+53.97486354
001.7527556924	+32.8700982751	   577	 9.61	001.75224377	+32.87028504
001.7583370200	+22.8444517226	   578	 8.29	001.75830785	+22.84448874
001.7601197949	+05.2879957075	   579	 8.30	001.76013095	+05.28802852
001.7608584341	-18.8207335927	   580	 8.26	001.76070652	-18.82075644
001.7672431034	+06.8755479274	   581	 7.44	001.76733158	+06.87560716
001.7728598163	+62.3927292219	   582	 9.52	001.77282221	+62.39273559
001.7763610649	+85.4048605464	   583	 8.20	001.77548337	+85.40485204
001.7817187082	-15.8501588367	   584	 8.68	001.78153664	-15.85008750
001.7825294642	-30.5615654900	   585	 8.65	001.78247366	-30.56157424
001.7834382886	-23.0362487051	   586	10.52	001.78337358	-23.03614091
001.7843886856	-37.9291683946	   587	 8.41	001.78443728	-37.92914178
001.7847013614	+14.8237277006	   588	 9.18	001.78467109	+14.82374977
001.7878962698	+72.7752192667	   589	 8.42	001.78773802	+72.77522493
001.7924233219	+34.8537942289	   590	 8.86	001.79242036	+34.85379559
001.7959015140	+46.7569779943	   591	 7.92	001.79591904	+46.75702172
001.7975066223	+65.6537788946	   592	10.97	001.79749147	+65.65378903
001.8024196511	+06.2042811508	   593	 8.85	001.80243855	+06.20432213
001.8030420902	-60.0708325334	   594	 9.31	001.80277966	-60.07079486
001.8032031904	-22.0277319279	   595	10.28	001.80323898	-22.02767673
001.8062034208	-76.7309287666	   596	 7.56	001.80537479	-76.73091557
001.8074453282	+73.2102966567	   597	 7.88	001.80711473	+73.21031615
001.8102862627	+20.5557139094	   598	 7.99	001.81025436	+20.55571109
001.8140661108	-41.8895661459	   599	 8.23	001.81427471	-41.88961116
001.8192848458	-27.3978378357	   600	 8.52	001.81932153	-27.39777661
001.8256369994	+20.9650658717	   601	 9.14	001.82562487	+20.96559758
001.8261111296	-17.3869896619	   602	 6.20	001.82613856	-17.38703103
001.8266143501	+07.7035583144	   603	 7.64	001.82662524	+07.70357212
001.8310296422	+01.6650769554	   604	 8.95	001.83122750	+01.66508782
001.8419156781	-56.8369066700	   605	 7.48	001.84185174	-56.83685592
001.8439319850	-25.3566489653	   606	 7.06	001.84336535	-25.35632439
001.8440137336	+26.4506005947	   607	 7.33	001.84365756	+26.45088655
001.8453473143	-11.0333960246	   608	 8.98	001.84541576	-11.03336416
001.8467965362	-11.6129529993	   609	 8.24	001.84680800	-11.61292585
001.8558840825	-40.4795601336	   611	 8.53	001.85529015	-40.47958534
001.8579184093	-77.4941889489	   610	 8.40	001.85792694	-77.49416581
001.8672164215	-56.0114828611	   612	 7.48	001.86689616	-56.01154749
001.8719377710	+17.3027369290	   613	 8.46	001.87192965	+17.30273637
001.8800804499	+35.7457389282	   614	 9.29	001.88011435	+35.74574814
001.8804459585	+24.3212073919	   615	 8.57	001.88037933	+24.32121026
001.8855876296	-23.8187193678	   616	 8.70	001.88473813	-23.81894320
001.8865534234	+32.0087445264	   617	 8.50	001.88664549	+32.00877870
001.8947879725	-60.6418208028	   618	 8.37	001.89458828	-60.64172798
001.8965933959	+31.6690006372	   619	 6.87	001.89656955	+31.66904954
001.9024359365	-62.3150949603	   621	 7.50	001.90242019	-62.31507712
001.9040295382	-86.0387591543	   620	 7.39	001.90322981	-86.03877612
001.9059590465	-45.1195381105	   624	 8.19	001.90586322	-45.11929768
001.9058715361	+52.7729691403	   622	 7.56	001.90590207	+52.77298980
001.9061496306	+53.5265422822	   623	 8.37	001.90593260	+53.52653764
001.9071018906	+40.0784984197	   625	 7.39	001.90698995	+40.07851976
001.9080096505	+40.1479536768	   626	 6.73	001.90808924	+40.14799609
001.9130418474	-66.8953870604	   627	 8.66	001.91294578	-66.89539355
001.9166601326	+01.0942040261	   628	 8.25	001.91669898	+01.09425779
001.9174678313	-07.9213228715	   629	 8.47	001.91744231	-07.92129475
001.9185675943	+39.0347747256	   630	 8.01	001.91877912	+39.03491283
001.9206639170	-65.9324275317	   631	 6.83	001.92048929	-65.93227482
001.9208244191	-56.2495428133	   632	 9.06	001.92073631	-56.24955098
001.9276651896	-46.5447137347	   633	 8.79	001.92754108	-46.54467295
001.9296095535	+37.1854429822	   634	 7.44	001.92958594	+37.18548226
001.9338048608	-02.5486794774	   635	 6.43	001.93373158	-02.54868621
001.9454163715	-22.5085597845	   636	 5.93	001.94523194	-22.50847542
001.9492071753	-05.4859181921	   637	 8.85	001.94918183	-05.48598739
001.9505057124	+21.7455737256	   638	 9.86	001.95053905	+21.74565092
001.9516651263	-11.1290608808	   639	 8.55	001.95164360	-11.12904586
001.9624105709	+38.7217322596	   640	 7.66	001.96245593	+38.72179052
001.9670239584	+55.5770406099	   641	 7.82	001.96614972	+55.57701937
001.9717946876	-04.8549544219	   642	 9.08	001.97130707	-04.85488887
001.9778793054	-42.1539584864	   643	10.10	001.97791396	-42.15385091
001.9786859662	-51.2579071686	   644	 8.21	001.97877242	-51.25786512
001.9968247226	-14.2269437864	   645	 8.85	001.99660033	-14.22671354
001.9974562900	-78.2109914119	   647	 7.79	001.99715281	-78.21097486
001.9972879240	-18.6847270411	   646	 7.58	001.99726573	-18.68470818
002.0009801974	-07.5446967646	   649	 7.85	002.00105125	-07.54477340
